,favour,against,sentements,data,isPolitical,user,language,sentiments,Hindi,Political,Tag
1952,[],"[""BJP""]",[],अजहर मसूद पर जब-जब चीन अड़ंगा लगाता था तो चमचे फुदक-फुदक कर मोदीजी का सीना नापने चले आते थे अब क्या हुआ इंची_टेप छोटा पड़ गया क्या,True,prathamesh,Hindi,Others,अजहर मसूद पर जब-जब चीन अड़ंगा लगाता था तो चमचे फुदक-फुदक कर मोदीजी का सीना नापने चले आते थे अब क्या हुआ इंची_टेप छोटा पड़ गया क्या,1,1
1957,"[""BJP""]",[],[],"जब बदला सेना ने लिया है तो सबूत मोदी जी क्यों दे बे नशेड़ीयों
जाके सेना से मांगों 
तुम्हारी कान में पीतल न भर दे तो कहना",True,prathamesh,Hindi,Others,जब बदला सेना ने लिया है तो सबूत मोदी जी क्यों दे बे नशेड़ीयोंजाके सेना से मांगों तुम्हारी कान में पीतल भर दे तो कहना,1,1
1958,[],[],"[""Others""]",Naam badal le bhai tu tera godse rakh le ya fir pagya,False,prathamesh,Hindi,Others,Naam badal le bhai tu tera godse rakh le ya fir pagya,0,1
1959,[],[],"[""Advertisement""]","Read Article 'अनूपपुर :बैगान टोला के निवासियों ने ली निर्भीक होकर स्वविवेक से मतदान करने की शपथ'
Using app 'आयुष इंडिया न्यूज़'
Source : ",False,prathamesh,Hindi,Advertisement,Read Article 'अनूपपुर बैगान टोला के निवासियों ने ली निर्भीक होकर स्वविवेक से मतदान करने की शपथ'Using app 'आयुष इंडिया न्यूज़'Source,0,2
1960,[],[],"[""Others""]",जी जरूर।,False,prathamesh,Hindi,Others,जी जरूर,0,1
1961,[],"[""INC""]",[],"2024 आते-आते ऐसा भारत बन जायेगा कि अगर
आप किसी को ""कांग्रेसी"" कह देंगे तो वो आप पर मानहानि का मुकदमा ठोक देगा",True,prathamesh,Hindi,Others,2024 आते-आते ऐसा भारत बन जायेगा कि अगरआप किसी को कांग्रेसी कह देंगे तो वो आप पर मानहानि का मुकदमा ठोक देगा,1,1
1962,"[""BJP""]",[],[],Modi जी हमने आपकी विजय के लिए दिनरात एक कर रखी अब आपकी बारी हैहमारे सीने में भड़की ज्वाला दुश्मन-गद्दारों के रक्त से शांत होगी,True,prathamesh,Hindi,Others,Modi जी हमने आपकी विजय के लिए दिनरात एक कर रखी अब आपकी बारी हैहमारे सीने में भड़की ज्वाला दुश्मन-गद्दारों के रक्त से शांत होगी,1,1
1963,[],[],"[""Spam""]",दोस्तों ऐसी गर्मी में अगर हाईवे पर इस तरह कोई लोग देखें तो जरूर की मदद करेगा धन्यवाद,False,prathamesh,Hindi,Spam,दोस्तों ऐसी गर्मी में अगर हाईवे पर इस तरह कोई लोग देखें तो जरूर की मदद करेगा धन्यवाद,0,3
1964,"[""BJP""]",[],[],"प्रयागराज महाकुम्भ में योगी बाबा ने की
हेलिकॉप्टर  से फुलों की वर्षा

मैं हिंदू होने के नाते आजीवन बीजेपी को वोट दूंगा",True,prathamesh,Hindi,Others,प्रयागराज महाकुम्भ में योगी बाबा ने कीहेलिकॉप्टर से फुलों की वर्षामैं हिंदू होने के नाते आजीवन बीजेपी को वोट दूंगा,1,1
1965,[],[],[],*प्रभावहीन साबित हुआ आयुक्त जनजातिय कार्य विभाग भोपाल का आदेश।*,True,prathamesh,Hindi,Others,प्रभावहीन साबित हुआ आयुक्त जनजातिय कार्य विभाग भोपाल का आदेश,1,1
1966,[],[],"[""Others""]","यह विश्व की सबसे छोटी सस्पेन्स फ़िल्म 2.37 मिनट की है,",False,prathamesh,Hindi,Others,यह विश्व की सबसे छोटी सस्पेन्स फ़िल्म 237 मिनट की है,0,1
1968,[],"[""INC""]","[""Offensive""]","सबसे पहले उन कांग्रेसीयो की कब्र खोदी जाए । जो इस

 ह्रदय विदारक धटना मे सियासत करने की

 फिराक मे है #Pulwama",True,karan,Hindi,Offensive,सबसे पहले उन कांग्रेसीयो की कब्र खोदी जाए जो इस ह्रदय विदारक धटना मे सियासत करने की फिराक मे है Pulwama,1,0
1969,[],[],"[""Spam"",""Advertisement""]"," *WhatsApp स्टेटस का खजाना*
 ",False,karan,Hindi,Offensive,WhatsApp स्टेटस का खजाना,0,0
1973,[],[],[],"*मोरना ब्रेकिंग*


मोरना ब्लॉक् के गाँव बेहड़ा सादात में बूथ संख्या 127 पर एक  घण्टे से EVM मशीन खराब होने से रोष",True,prathamesh,Hindi,Others,मोरना ब्रेकिंगमोरना ब्लॉक् के गाँव बेहड़ा सादात में बूथ संख्या 127 पर एक घण्टे से EVM मशीन खराब होने से रोष,1,1
1977,[],[],"[""Others""]",Abe lalitespati Tripathi ji ke dehe,False,prathamesh,Hindi,Others,Abe lalitespati Tripathi ji ke dehe,0,1
1982,[],[],[],"  *जब स्कूली शिक्षा ही राष्ट्रवाद राष्ट्रभक्ति विहीन होगी तो*
*राष्ट्रवादी और राष्ट्रभक्त कहां से पैदा होंगे ।*",True,karan,Hindi,Others,जब स्कूली शिक्षा ही राष्ट्रवाद राष्ट्रभक्ति विहीन होगी तोराष्ट्रवादी और राष्ट्रभक्त कहां से पैदा होंगे,1,1
1983,[],[],"[""Spam"",""Offensive""]","*चुत में ऐसा पानी आता है तब लड़की की चुदाई करने से बहुत मजा आता है* Sex Video
 
 ",False,karan,Hindi,Offensive,चुत में ऐसा पानी आता है तब लड़की की चुदाई करने से बहुत मजा आता है Sex Video,0,0
1986,[],"[""BJP""]",[],"46 दलों के मिलाप को गठबंधन कहते हैं !
12 दलों के मिलाप को महागठबंधन कहते हैं !
भक्तों का गणित 
",True,karan,Hindi,Others,46 दलों के मिलाप को गठबंधन कहते हैं 12 दलों के मिलाप को महागठबंधन कहते हैं भक्तों का गणित,1,1
1987,[],"[""AAP""]",[],कीतना सच बोलते है केजरीवाल सब को पता है,True,karan,Hindi,Others,कीतना सच बोलते है केजरीवाल सब को पता है,1,1
1988,"[""BJP""]",[],[],"टक्कर तो सिर्फ दो पार्टियों के बीच है।
BJP ओर पाकिस्तान।
अब आप पर है कि आप किसे चुनोगे?",True,karan,Hindi,Others,टक्कर तो सिर्फ दो पार्टियों के बीच हैBJP ओर पाकिस्तानअब आप पर है कि आप किसे चुनोगे,1,1
1990,"[""BJP""]",[],[],"रमजान शुरू हो गए हैं लेकिन कोई नेता टोपी में नज़र नहीं आया.बस यही तुस्टीकरण की राजनीति खत्म कर दी है मोदी जी ने
सीधी बात",True,karan,Hindi,Others,रमजान शुरू हो गए हैं लेकिन कोई नेता टोपी में नज़र नहीं आयाबस यही तुस्टीकरण की राजनीति खत्म कर दी है मोदी जी नेसीधी बात,1,1
1992,[],[],[],Kitni seat aa rahi hai up me,True,prathamesh,Hindi,Others,Kitni seat aa rahi hai up me,1,1
1993,[],[],"[""Advertisement""]","*निम्न में से कौन सा वाक्य सही है?*




*1-सालाना देगा 72000*



*2- साला-ना- देगा 72000*
",False,prathamesh,Hindi,Advertisement,निम्न में से कौन सा वाक्य सही है 1-सालाना देगा 720002- साला-ना- देगा 72000,0,2
1995,"[""BJP""]",[],[],मोदी भक्त = देशभक्त,True,prathamesh,Hindi,Others,मोदी भक्त देशभक्त,1,1
1996,"[""BJP""]",[],[],"मोदी ने किया ही क्या है कहने वालो जाओ बनारस के लोंगो से पुछो
और अभी मोदीजी बनारसी भाईयों को बता रहे हैं क्या किया है और क्या करेंग",True,prathamesh,Hindi,Others,मोदी ने किया ही क्या है कहने वालो जाओ बनारस के लोंगो से पुछोऔर अभी मोदीजी बनारसी भाईयों को बता रहे हैं क्या किया है और क्या करेंग,1,1
1997,[],"[""INC""]",[],वैसे कोंग्रेस भी 60 सालसे गरीबी हटाने की बात करती है,True,karan,Hindi,Others,वैसे कोंग्रेस भी 60 सालसे गरीबी हटाने की बात करती है,1,1
1998,[],"[""BJP""]",[],"*जिसके शासन में सबसे ज़्यादा #सैनिक_शहीद हुए*
*वो कहता है दुश्मन हमसे थर-थर काँपते है*
*बेवकूफ़ लोग उसे मान भी लेते हैं*
*#पुलवामा*",True,karan,Hindi,Others,जिसके शासन में सबसे ज़्यादा सैनिक_शहीद हुएवो कहता है दुश्मन हमसे थर-थर काँपते हैबेवकूफ़ लोग उसे मान भी लेते हैं पुलवामा,1,1
2003,[],[],"[""Others""]",राष्ट्रीय बजरंग दल 3,True,karan,Hindi,Others,राष्ट्रीय बजरंग दल,1,1
2006,[],[],"[""Spam""]","*जय श्री राम * 
۞ஜஜ۩۞۩ஜஜ۞


*समूह हमारा है बजरंगी ।*
*हम बजरंगी सेना है।* 

*स्वच्छ समूह भी हो सकता है ।*
*मिसाल सभी को देना है ।*


  *जय बजरंगी*",True,karan,Hindi,Spam,जय श्री राम ۞ஜஜ۩۞۩ஜஜ۞समूह हमारा है बजरंगी हम बजरंगी सेना है स्वच्छ समूह भी हो सकता है मिसाल सभी को देना है जय बजरंगी,1,3
2007,[],[],"[""Spam""]","*कदर कर लो उनकी जो तुमसे,*
*बिना मतलब की चाहत करते है,*
        
*दुनिया मे ख्याल रखने वाले कम,*
*और तकलीफ देने वाले ज्यादा होते है! *",False,karan,Hindi,Spam,कदर कर लो उनकी जो तुमसे बिना मतलब की चाहत करते है दुनिया मे ख्याल रखने वाले कम और तकलीफ देने वाले ज्यादा होते है,0,3
2008,"[""BJP""]",[],[],Modi ji ko,True,karan,Hindi,Others,Modi ji ko,1,1
2009,"[""BJP""]",[],[],हम मोदी जी भक्त है हमे अच्छी बाते को लोगो को बताना हैं ।,True,karan,Hindi,Others,हम मोदी जी भक्त है हमे अच्छी बाते को लोगो को बताना हैं,1,1
2010,"[""BJP""]",[],[],"""तुम लाख झूठ फैला लो चाहे सच के आगे वो टिका नहीं करतें""
""जिनके दिलों में बसता है मोदी वो दिल कभी बिका नहीं करतें""
",True,karan,Hindi,Others,तुम लाख झूठ फैला लो चाहे सच के आगे वो टिका नहीं करतें जिनके दिलों में बसता है मोदी वो दिल कभी बिका नहीं करतें,1,1
2011,[],[],"[""Spam"",""Advertisement""]","

बहुजन जागृति यूट्यूब चैनल 
ज्यादा से ज्यादा शेयर कीजिये और सबको जगरूप कीजिये",False,karan,Hindi,Offensive,बहुजन जागृति यूट्यूब चैनल ज्यादा से ज्यादा शेयर कीजिये और सबको जगरूप कीजिये,0,0
2013,[],"[""BJP""]","[""Offensive""]",फेंकु ने तो दे दिये होगे ना 15 लाख तो केस देके ही लेलो कोन मना कर रहेहै।,True,karan,Hindi,Offensive,फेंकु ने तो दे दिये होगे ना 15 लाख तो केस देके ही लेलो कोन मना कर रहेहै,1,0
2014,"[""BJP""]",[],[],"बालाकोट में हवाई हमले में मारे गए थे कई आंतकी, ये हैं 5 सबूत
",True,karan,Hindi,Others,बालाकोट में हवाई हमले में मारे गए थे कई आंतकी ये हैं सबूत,1,1
2016,[],"[""BJP""]",[],जिस पीडीपी को आतंकी का साथी बताते थे _ 2018 तक उनके साथ सरकार चला रहे थे__ याद रखना,True,karan,Hindi,Others,जिस पीडीपी को आतंकी का साथी बताते थे 2018 तक उनके साथ सरकार चला रहे थे__ याद रखना,1,1
2017,"[""BJP""]","[""INC""]",[],"*जैसे-जैसे भाजपा ताकतवर होती जाएगी,*

*वैसे-वैसे काग्रेश , मुस्लिम लीग में बदलती जाएगी।*
*यही कांग्रेस का असली चेहरा है..!! ??*
*#एक_सच*",True,karan,Hindi,Others,जैसे-जैसे भाजपा ताकतवर होती जाएगी वैसे-वैसे काग्रेश मुस्लिम लीग में बदलती जाएगीयही कांग्रेस का असली चेहरा है एक_सच,1,1
2020,[],[],"[""Others""]",एक नाई ने बाल कटते समय कहा कि 14 फरवरी को भारतीय सेना का वेलेंटाइन बना दिया। फिर हुआ ये,False,karan,Hindi,Others,एक नाई ने बाल कटते समय कहा कि 14 फरवरी को भारतीय सेना का वेलेंटाइन बना दिया फिर हुआ ये,0,1
2022,[],[],"[""Others""]","ये कोई आंतरराष्ट्रिय एअरपोर्ट नहीं है, ये बल्लारपुर का बस स्टॉप है",False,anup,Hindi,Others,ये कोई आंतरराष्ट्रिय एअरपोर्ट नहीं है ये बल्लारपुर का बस स्टॉप है,0,1
2023,[],"[""INC""]",[],"जरा सोचिये!
जो कांग्रेस आज विपक्ष में हो कर पाकिस्तान को इतनी मदद दे रही है
वह जब सत्ता में थी
तब कितनी मदद देती होगी!",True,anup,Hindi,Others,जरा सोचिये जो कांग्रेस आज विपक्ष में हो कर पाकिस्तान को इतनी मदद दे रही हैवह जब सत्ता में थीतब कितनी मदद देती होगी,1,1
2024,[],[],"[""Spam""]",बिल्कुल सही कहा भाई,False,anup,Hindi,Spam,बिल्कुल सही कहा भाई,0,3
2025,"[""INC""]",[],[],"नेहरू चचा की असीम कृपा से अब


गेहूं की फसल पकने वाली है

धन्यवाद चचा



बागी",True,anup,Hindi,Others,नेहरू चचा की असीम कृपा से अबगेहूं की फसल पकने वाली हैधन्यवाद चचाबागी,1,1
2026,"[""BJP""]",[],[],"गायक --- आजा शाम होने आई,
मौसम ने ली अंगड़ाई,
तो किस बात की है लड़ाई

गायिका ---  तू चल , मैं आई

गायक ---  आएगा तो मोदी ही
",True,anup,Hindi,Others,गायक -- आजा शाम होने आई मौसम ने ली अंगड़ाई तो किस बात की है लड़ाईगायिका -- तू चल मैं आईगायक -- आएगा तो मोदी ही,1,1
2027,[],[],"[""Spam""]","*महाशिवरात्रि के इस पर्व पर*
*आप सभी पर भगवान शंकर और माँ *आदिशक्ति*
*की कृपा बनी रहे*
             *हैप्पी महाशिवरात्रि*",False,karan,Hindi,Spam,महाशिवरात्रि के इस पर्व परआप सभी पर भगवान शंकर और माँ आदिशक्तिकी कृपा बनी रहे हैप्पी महाशिवरात्रि,0,3
2028,[],"[""INC""]",[],"जैसे मुग़ल अपने लोगों को बचाने के लिए क़ानून बनाते थे, वैसे ही कोंग्रेस ने अपने भ्रष्टाचारी और देशद्रोही लोगों को बचाने लिए मेनिफ़ेस्टो लाई है।",True,karan,Hindi,Others,जैसे मुग़ल अपने लोगों को बचाने के लिए क़ानून बनाते थे वैसे ही कोंग्रेस ने अपने भ्रष्टाचारी और देशद्रोही लोगों को बचाने लिए मेनिफ़ेस्टो लाई है,1,1
2029,[],"[""INC""]","[""Offensive""]","सूरतगढ रैली में राहुल जैसे ही लम्बी लम्बी गप फेंकनी शुरू की जनता बीच में उठकर चल दी।
Must watch",True,karan,Hindi,Offensive,सूरतगढ रैली में राहुल जैसे ही लम्बी लम्बी गप फेंकनी शुरू की जनता बीच में उठकर चल दीMust watch,1,0
2030,"[""BJP""]",[],[],हर हर मोदी भगवा सेना,True,karan,Hindi,Others,हर हर मोदी भगवा सेना,1,1
2031,"[""BJP""]",[],[],"युवा साथियों एक बात याद रखना
राष्ट्र रहेगा तो रोजगार भी होगा,

अन्यथा रोजगार तो कश्मीरी पंडितो के पास भी थे कश्मीर में",True,karan,Hindi,Others,युवा साथियों एक बात याद रखनाराष्ट्र रहेगा तो रोजगार भी होगा अन्यथा रोजगार तो कश्मीरी पंडितो के पास भी थे कश्मीर में,1,1
2034,[],"[""BJP""]",[],"क्या फायदा...
पुरे दिन की हाजरी लग जायेगी 2000 की नोट लेकर घर चला जाऊगा और क्या
Follow:     * Twitter @tazaakh  * #modilatestnews",True,karan,Hindi,Others,क्या फायदा पुरे दिन की हाजरी लग जायेगी 2000 की नोट लेकर घर चला जाऊगा और क्याFollow Twitter tazaakh modilatestnews,1,1
2037,[],[],"[""Spam""]",कितनी मिली तुमको,False,anup,Hindi,Spam,कितनी मिली तुमको,0,3
2038,[],"[""INC""]",[],"2019 का सबसे छोटा नारा,

23 मई, कांग्रेस गई!
",True,anup,Hindi,Others,2019 का सबसे छोटा नारा23 मई कांग्रेस गई,1,1
2039,[],[],"[""Others""]","आज अपने आँशुओं से तुम्हारे चरणों को पखार लू 
ऐ शहीदों आ जाओ तुम्हारी आरती उतार लू 
शहीद जवानों को शत् शत् नमन",False,anup,Hindi,Others,आज अपने आँशुओं से तुम्हारे चरणों को पखार लू शहीदों जाओ तुम्हारी आरती उतार लू शहीद जवानों को शत् शत् नमन,0,1
2040,[],[],"[""Others""]","*Circle*
बारां: पुलिस के खिलाफ होने वाला प्रदर्शन स्थगित,एएसपी करेंगे चोरी के मामले की जांच


अपने शहर का अपना ऐप, अभी डाउनलोड करें-
",False,anup,Hindi,Others,Circleबारां पुलिस के खिलाफ होने वाला प्रदर्शन स्थगित एएसपी करेंगे चोरी के मामले की जांचअपने शहर का अपना ऐप अभी डाउनलोड करें-,0,1
2041,[],[],[],"नैतिक पतन का इससे बड़ा उदाहरण क्या होगा...

85% हिंदुओ के बीच खड़ा एक मुसलमान उनकी बहन बेटियों की चड्डी का रंग बता रहा था और वो तालिया बजा रहे थे....",True,anup,Hindi,Others,नैतिक पतन का इससे बड़ा उदाहरण क्या होगा 85 हिंदुओ के बीच खड़ा एक मुसलमान उनकी बहन बेटियों की चड्डी का रंग बता रहा था और वो तालिया बजा रहे थे,1,1
2043,"[""BJP""]",[],[],#BREAKING राजस्थान के गुर्जर नेता कर्नल किरोड़ी सिंह बैंसला बेटे के साथ बीजेपी में हुए शामिल,True,karan,Hindi,Others,BREAKING राजस्थान के गुर्जर नेता कर्नल किरोड़ी सिंह बैंसला बेटे के साथ बीजेपी में हुए शामिल,1,1
2044,"[""BJP""]","[""INC""]",[],"पाकिस्तान गलत है,पर हर पाकिस्तानी अपने देश के साथ खड़ा है!
भारत सही है,फिर भी कुछ भारतीय,पाकिस्तान के साथ खड़े हैं!
#सोचो ये क्या है",True,karan,Hindi,Others,पाकिस्तान गलत है पर हर पाकिस्तानी अपने देश के साथ खड़ा है भारत सही है फिर भी कुछ भारतीय पाकिस्तान के साथ खड़े हैं सोचो ये क्या है,1,1
2048,[],[],"[""Spam""]","*कल एक लङकी पर किडनी आ गई मेरी*





























*दिल तो हर किसी का आता है* 
  
 
  тιgєя...........",False,karan,Hindi,Spam,कल एक लङकी पर किडनी गई मेरीदिल तो हर किसी का आता है тιgєя,0,3
2049,[],[],"[""Spam""]","*Neha* का खास सन्देश देखा क्या..?
dekho kya bheja hai.
 
wishuindia.club/start/?n=Neha",False,karan,Hindi,Spam,Neha का खास सन्देश देखा क्या dekho kya bheja hai wishuindiaclub/start/ n=Neha,0,3
2055,[],[],"[""Spam""]","*जरुरी नही कि राम का नाम संकट मे ही लिया जाए,* 

*हो सकता है राम नाम लेने से*
*जिंदगी मे संकट ही न आए*

           *जय जय श्रीराम*",False,karan,Hindi,Spam,जरुरी नही कि राम का नाम संकट मे ही लिया जाए हो सकता है राम नाम लेने सेजिंदगी मे संकट ही आए जय जय श्रीराम,0,3
2056,[],[],"[""Spam""]","हे मन, तू अब कोई तप कर ले,
			एक पल में सौ-सौ बार कृष्ण नाम का जप कर ले.
			जय श्री राधे-कृष्णा...!!",False,karan,Hindi,Spam,हे मन तू अब कोई तप कर ले एक पल में सौ-सौ बार कृष्ण नाम का जप कर ले जय श्री राधे-कृष्णा,0,3
2057,[],[],"[""Others""]",क्या है ये,False,karan,Hindi,Others,क्या है ये,0,1
2058,[],[],"[""Spam""]"," *देशवा के शान* 

जबरदस्त देशभक्ति गीत
 

 *कृपया देखें और शेयर करें |* 

 *जय हिन्द*   *जय भारत* ",False,karan,Hindi,Spam,देशवा के शान जबरदस्त देशभक्ति गीत कृपया देखें और शेयर करें जय हिन्द जय भारत,0,3
2061,"[""BJP""]","[""INC""]",[],गरीबों को घर बैठे रूपये देने की घोषणा के पर गरीबों की प्रतिक्रिया,True,karan,Hindi,Others,गरीबों को घर बैठे रूपये देने की घोषणा के पर गरीबों की प्रतिक्रिया,1,1
2063,[],[],"[""Spam"",""Others""]","हज़रत मौलाना अरशद मदनी साहब की तबियत ख़राब 
है अल्लाह से हज़रत के लिए दुआ करे अल्लाह जल्द से जल्द हजऱत को शिफ़ा आता करें
",False,karan,Hindi,Offensive,हज़रत मौलाना अरशद मदनी साहब की तबियत ख़राब है अल्लाह से हज़रत के लिए दुआ करे अल्लाह जल्द से जल्द हजऱत को शिफ़ा आता करें,0,0
2064,"[""BJP""]",[],"[""Offensive""]","विपक्ष की सबसे बड़ी टेन्शन,

""साला 23 मई के बाद भाग के जायेंगे कहाँ ?? ये मोदी तो अंतरिक्ष में भी मारता है।"" 
",True,karan,Hindi,Offensive,विपक्ष की सबसे बड़ी टेन्शन साला 23 मई के बाद भाग के जायेंगे कहाँ ये मोदी तो अंतरिक्ष में भी मारता है,1,0
2065,[],[],"[""Spam""]",आपके  लिये  एक  गजल  भेज  रहा  हू,False,karan,Hindi,Spam,आपके लिये एक गजल भेज रहा हू,0,3
2066,[],"[""BJP""]",[],"राजीव गांधी को भ्रष्टाचारी नंबर वन कहने पर
चुनाव आयोग ने मोदीजी को दी क्लीन चिट कहा
आचार संहिता का उल्लंघन नहीं।",True,karan,Hindi,Others,राजीव गांधी को भ्रष्टाचारी नंबर वन कहने परचुनाव आयोग ने मोदीजी को दी क्लीन चिट कहाआचार संहिता का उल्लंघन नहीं,1,1
2069,[],[],[],"एयर स्ट्राइक के समय आतंकी कैंपों में 300 मोबाइल एक्टिव थे: NTRO
बोल दो विरोधियों यह भी झूठ है",True,karan,Hindi,Others,एयर स्ट्राइक के समय आतंकी कैंपों में 300 मोबाइल एक्टिव थे NTROबोल दो विरोधियों यह भी झूठ है,1,1
2073,"[""BJP""]",[],[],काशीविश्वनाथ मंदिर कॉरिडोर भूमि पूजन करते हुए माननीय प्रधानमंत्री जी,True,srijit,Hindi,Others,काशीविश्वनाथ मंदिर कॉरिडोर भूमि पूजन करते हुए माननीय प्रधानमंत्री जी,1,1
2074,[],[],"[""Others""]",Maro salo ko,False,srijit,Hindi,Others,Maro salo ko,0,1
2075,"[""BJP""]",[],[],"चमचा गिरी और गद्दारी छोड़ने का सरल उपाय
मोदी...मोदी...मोदी...
बोलने मात्र से दिल में देश प्रेम और शरीर में जोश आ जाता है।",True,srijit,Hindi,Others,चमचा गिरी और गद्दारी छोड़ने का सरल उपायमोदी मोदी मोदी बोलने मात्र से दिल में देश प्रेम और शरीर में जोश जाता है,1,1
2076,"[""BJP""]","[""INC""]",[],"चुनाव के समय ही ED और CBI के छापे क्यों पड़ते हैं:-विपक्ष.

हमने कभी पूछा कि चुनाव के समय ही जनेऊ और साड़ी क्यों पहनी जाती है..
",True,srijit,Hindi,Others,चुनाव के समय ही ED और CBI के छापे क्यों पड़ते हैं -विपक्षहमने कभी पूछा कि चुनाव के समय ही जनेऊ और साड़ी क्यों पहनी जाती है,1,1
2077,"[""BJP""]",[],[],"कल एक फ्लैट देखने गया था, पेमेंट के बारे में पूछा तो...
फ्लैट मालिक ने कहा
70% मोदी और 30% गांधी
",True,karan,Hindi,Others,कल एक फ्लैट देखने गया था पेमेंट के बारे में पूछा तो फ्लैट मालिक ने कहा70 मोदी और 30 गांधी,1,1
2078,[],[],"[""Others""]","
देश ओर सेना को 21 साल सेवा देने वाले तेज बहादुर",False,karan,Hindi,Others,देश ओर सेना को 21 साल सेवा देने वाले तेज बहादुर,0,1
2080,[],[],"[""Spam"",""Advertisement""]","बिना किसी ऐप को *डाउनलोड किए सुन सकते हैं* अपनी गर्लफ्रेंड* की सारि *बाते अपने मोबइल में*
 ",False,karan,Hindi,Offensive,बिना किसी ऐप को डाउनलोड किए सुन सकते हैं अपनी गर्लफ्रेंड की सारि बाते अपने मोबइल में,0,0
2082,[],[],"[""Spam"",""Offensive""]","*इन सर्द रातों का कुछ तो इलाज़ करवाओ...*.!!

*या तो #सलमा को बुलाओ या फिर #दारू पिलाओ...*.!!
",False,karan,Hindi,Offensive,इन सर्द रातों का कुछ तो इलाज़ करवाओ या तो सलमा को बुलाओ या फिर दारू पिलाओ,0,0
2083,[],"[""BJP""]",[],"*मित्रों बोलो बोलो...*

",True,karan,Hindi,Others,मित्रों बोलो बोलो,1,1
2086,"[""BJP""]","[""INC""]",[],"आज श्रीलंका में 8 बम धमाके की खबर सुनकर मुझे कांग्रेस शासन की याद आगई
हमें सुरक्षित 5साल देने के लिए मोदी जी का धन्यवाद
#Nmo again",True,karan,Hindi,Others,आज श्रीलंका में बम धमाके की खबर सुनकर मुझे कांग्रेस शासन की याद आगईहमें सुरक्षित 5साल देने के लिए मोदी जी का धन्यवाद Nmo again,1,1
2087,[],[],"[""Others""]",Ramzan mubarak ho,False,srijit,Hindi,Others,Ramzan mubarak ho,0,1
2088,[],[],[],"

Bloody Democracy

देश की नंगी हकीकत",True,srijit,Hindi,Others,Bloody Democracyदेश की नंगी हकीकत,1,1
2089,[],[],"[""Others""]",pichwada nhi bhai chutad,False,srijit,Hindi,Others,pichwada nhi bhai chutad,0,1
2090,[],"[""INC""]",[],"कितनी शालीन है हमारी मीडिया, करोड़ो रुपये की हेराफेरी,
नकद बरामद
लेकिन सन्नाटा,
क्या सिर्फ़ इसलिए की इसके तार कांग्रेस से जुड़ें है
",True,srijit,Hindi,Others,कितनी शालीन है हमारी मीडिया करोड़ो रुपये की हेराफेरी नकद बरामदलेकिन सन्नाटा क्या सिर्फ़ इसलिए की इसके तार कांग्रेस से जुड़ें है,1,1
2093,"[""BJP""]","[""INC""]",[],"कश्मीर में कांग्रेस के छ: वोटर कम हो गये, 

भारतीय सेना ने सुबह-सुबह ही ठोक दिया...

 जय श्री राम ",True,karan,Hindi,Others,कश्मीर में कांग्रेस के वोटर कम हो गये भारतीय सेना ने सुबह-सुबह ही ठोक दिया जय श्री राम,1,1
2094,"[""INC""]","[""BJP""]",[],"


 *अब 101% सिद्ध हो गया राफेल बहोत बड़ा सकैम है।* 

 *चौकीदार चोर है। with proof*

",True,karan,Hindi,Others,अब 101 सिद्ध हो गया राफेल बहोत बड़ा सकैम है चौकीदार चोर है with proof,1,1
2095,[],[],"[""Others""]",पर भारत अपनी तरफ से पूरी कोशिश कर रहा है,False,karan,Hindi,Others,पर भारत अपनी तरफ से पूरी कोशिश कर रहा है,0,1
2096,[],[],"[""Spam"",""Offensive""]","Read Article 'स्पा सेंटर की आड़ में चल रहा था सैक्स रैकेट, ऐेसे हुआ भंडाफोड़'
Using app 'आयुष इंडिया न्यूज़'
Source : ",False,karan,Hindi,Offensive,Read Article स्पा सेंटर की आड़ में चल रहा था सैक्स रैकेट ऐेसे हुआ भंडाफोड़'Using app 'आयुष इंडिया न्यूज़'Source,0,0
2097,"[""SP""]",[],[],"
मुस्लिमो के मसीहा अखिलेश यादव।
भीषण गर्मी में भाषण देते हुए।",True,srijit,Hindi,Others,मुस्लिमो के मसीहा अखिलेश यादवभीषण गर्मी में भाषण देते हुए,1,1
2098,"[""BJP""]","[""INC"",""BSP"",""AAP"",""SP"",""Trinamool Congress""]",[],"ठगबंधन बनाने का एक ही मकसद पहले मोदी को हटाओ बाद में उनको लूटने की आजादी मिल जाएगा
देश की जनता समझे मोदी को बनाए रखना जरूरी है",True,srijit,Hindi,Others,ठगबंधन बनाने का एक ही मकसद पहले मोदी को हटाओ बाद में उनको लूटने की आजादी मिल जाएगादेश की जनता समझे मोदी को बनाए रखना जरूरी है,1,1
2099,"[""BJP""]","[""INC"",""BSP"",""AAP"",""SP"",""Trinamool Congress""]",[],"साला एक मोदी को गिराने में पूरी कायनात ही एक हो गयीआख़िर कुछ तो बात होगी बन्दे में
गर्व से कहो अबकी बार मोदी सरकार",True,srijit,Hindi,Others,साला एक मोदी को गिराने में पूरी कायनात ही एक हो गयीआख़िर कुछ तो बात होगी बन्दे मेंगर्व से कहो अबकी बार मोदी सरकार,1,1
